2026-01-22 00:56:32,019 | WARNING | backend.app.utils.migrations | Applying SQLite schema updates: ['ALTER TABLE task ADD COLUMN assigned_by_id INTEGER', "ALTER TABLE task ADD COLUMN description TEXT NOT NULL DEFAULT ''", "ALTER TABLE task ADD COLUMN status VARCHAR(32) NOT NULL DEFAULT 'new'"]
2026-01-22 02:59:10,894 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 02:59:10,897 | INFO    | backend.app.routes.api | ← group_tasks() 3.2ms
2026-01-22 02:59:10,898 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:59:10] "GET /api/groups/3/tasks HTTP/1.1" 200 -
2026-01-22 02:59:12,502 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 02:59:12,504 | INFO    | backend.app.routes.api | → balance()
2026-01-22 02:59:12,507 | INFO    | backend.app.routes.api | ← balance() 3.7ms
2026-01-22 02:59:12,509 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:59:12] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 02:59:12,517 | INFO    | backend.app.routes.api | ← group_tasks() 14.7ms
2026-01-22 02:59:12,518 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:59:12] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 02:59:14,164 | INFO    | backend.app.routes.api | → task_details()
2026-01-22 02:59:14,169 | INFO    | backend.app.routes.api | ← task_details() 5.4ms
2026-01-22 02:59:14,170 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:59:14] "GET /api/tasks/3 HTTP/1.1" 200 -
2026-01-22 02:59:17,899 | INFO    | backend.app.routes.api | → task_details()
2026-01-22 02:59:17,916 | INFO    | backend.app.routes.api | ← task_details() 17.7ms
2026-01-22 02:59:17,917 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:59:17] "PATCH /api/tasks/3 HTTP/1.1" 200 -
2026-01-22 02:59:18,051 | INFO    | backend.app.routes.api | → balance()
2026-01-22 02:59:18,052 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 02:59:18,054 | INFO    | backend.app.routes.api | ← balance() 2.7ms
2026-01-22 02:59:18,064 | INFO    | backend.app.routes.api | ← group_tasks() 11.5ms
2026-01-22 02:59:18,064 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:59:18] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 02:59:18,065 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:59:18] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 02:59:19,967 | INFO    | backend.app.routes.api | → task_details()
2026-01-22 02:59:19,972 | INFO    | backend.app.routes.api | ← task_details() 5.0ms
2026-01-22 02:59:19,973 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:59:19] "GET /api/tasks/3 HTTP/1.1" 200 -
2026-01-22 02:59:24,446 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 02:59:24,462 | INFO    | backend.app.routes.api | ← group_tasks() 16.2ms
2026-01-22 02:59:24,463 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:59:24] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 02:59:25,869 | INFO    | backend.app.routes.api | → finance()
2026-01-22 02:59:25,873 | INFO    | backend.app.routes.api | ← finance() 3.6ms
2026-01-22 02:59:25,874 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:59:25] "GET /api/finance HTTP/1.1" 200 -
2026-01-22 02:59:43,107 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 02:59:43,110 | INFO    | backend.app.routes.api | ← group_tasks() 3.3ms
2026-01-22 02:59:43,111 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:59:43] "GET /api/groups/3/tasks HTTP/1.1" 200 -
2026-01-22 02:59:49,496 | INFO    | backend.app.routes.api | → group_finance()
2026-01-22 02:59:49,502 | INFO    | backend.app.routes.api | ← group_finance() 6.0ms
2026-01-22 02:59:49,503 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:59:49] "GET /api/groups/3/finance HTTP/1.1" 200 -
2026-01-22 02:59:55,709 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 02:59:55,712 | INFO    | backend.app.routes.api | ← group_tasks() 3.0ms
2026-01-22 02:59:55,712 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:59:55] "GET /api/groups/3/tasks HTTP/1.1" 200 -
2026-01-22 03:03:01,090 | INFO    | backend.app.routes.web | → index()
2026-01-22 03:03:01,092 | INFO    | backend.app.routes.web | ← index() 2.1ms
2026-01-22 03:03:01,094 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:01] "GET /?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJmcmVzaCI6ZmFsc2UsImlhdCI6MTc2OTAzOTg4MCwianRpIjoiMThhMDEwZTEtYzAwZS00YzM3LTkyOGQtNDQ4ODc3ZTk1MmRkIiwidHlwZSI6ImFjY2VzcyIsInN1YiI6IjEiLCJuYmYiOjE3NjkwMzk4ODAsImNzcmYiOiI4NzhlYjVlZC01NGY4LTQzZmQtOTEzMy0wMTkzMzJjOGUyMDciLCJleHAiOjE3NjkwNDM0ODB9.OUNWkb-B9vtI3ZyO_Lbp1sLbiV4WkwIRZ13WNT8SKHs HTTP/1.1" 200 -
2026-01-22 03:03:01,254 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:01] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2026-01-22 03:03:01,254 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:01] "[36mGET /static/js/app.js HTTP/1.1[0m" 304 -
2026-01-22 03:03:01,414 | INFO    | backend.app.routes.api | → auth_telegram()
2026-01-22 03:03:01,420 | INFO    | backend.app.routes.api | ← auth_telegram() 6.3ms
2026-01-22 03:03:01,421 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:01] "POST /api/auth/telegram HTTP/1.1" 200 -
2026-01-22 03:03:01,462 | INFO    | backend.app.routes.api | → auth_telegram()
2026-01-22 03:03:01,470 | INFO    | backend.app.routes.api | ← auth_telegram() 8.4ms
2026-01-22 03:03:01,471 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:01] "POST /api/auth/telegram HTTP/1.1" 200 -
2026-01-22 03:03:01,553 | INFO    | backend.app.routes.api | → list_groups()
2026-01-22 03:03:01,557 | INFO    | backend.app.routes.api | ← list_groups() 4.1ms
2026-01-22 03:03:01,557 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:01] "GET /api/groups HTTP/1.1" 200 -
2026-01-22 03:03:01,685 | INFO    | backend.app.routes.api | → list_groups()
2026-01-22 03:03:01,689 | INFO    | backend.app.routes.api | ← list_groups() 3.6ms
2026-01-22 03:03:01,690 | INFO    | backend.app.routes.api | → balance()
2026-01-22 03:03:01,691 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:03:01,691 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:01] "GET /api/groups HTTP/1.1" 200 -
2026-01-22 03:03:01,692 | INFO    | backend.app.routes.api | ← balance() 2.7ms
2026-01-22 03:03:01,695 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:01] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 03:03:01,706 | INFO    | backend.app.routes.api | ← group_tasks() 14.9ms
2026-01-22 03:03:01,706 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:01] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 03:03:01,826 | INFO    | backend.app.routes.api | → balance()
2026-01-22 03:03:01,827 | INFO    | backend.app.routes.api | ← balance() 1.4ms
2026-01-22 03:03:01,828 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:01] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 03:03:01,830 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:03:01,841 | INFO    | backend.app.routes.api | ← group_tasks() 10.6ms
2026-01-22 03:03:01,842 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:01] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 03:03:01,959 | INFO    | backend.app.routes.api | → balance()
2026-01-22 03:03:01,961 | INFO    | backend.app.routes.api | ← balance() 2.3ms
2026-01-22 03:03:01,962 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:01] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 03:03:01,970 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:03:01,982 | INFO    | backend.app.routes.api | ← group_tasks() 12.4ms
2026-01-22 03:03:01,983 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:01] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 03:03:02,087 | INFO    | backend.app.routes.api | → balance()
2026-01-22 03:03:02,089 | INFO    | backend.app.routes.api | ← balance() 1.3ms
2026-01-22 03:03:02,089 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:02] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 03:03:02,106 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:03:02,118 | INFO    | backend.app.routes.api | ← group_tasks() 11.4ms
2026-01-22 03:03:02,118 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:02] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 03:03:03,204 | INFO    | backend.app.routes.api | → finance()
2026-01-22 03:03:03,206 | INFO    | backend.app.routes.api | ← finance() 1.7ms
2026-01-22 03:03:03,206 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:03] "GET /api/finance HTTP/1.1" 200 -
2026-01-22 03:03:05,163 | INFO    | backend.app.routes.api | → create_group()
2026-01-22 03:03:05,181 | INFO    | backend.app.routes.api | ← create_group() 17.5ms
2026-01-22 03:03:05,181 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:05] "POST /api/groups HTTP/1.1" 200 -
2026-01-22 03:03:05,310 | INFO    | backend.app.routes.api | → create_group_invite()
2026-01-22 03:03:05,316 | INFO    | backend.app.routes.api | ← create_group_invite() 6.0ms
2026-01-22 03:03:05,317 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:05] "POST /api/groups/4/invites HTTP/1.1" 200 -
2026-01-22 03:03:05,448 | INFO    | backend.app.routes.api | → list_groups()
2026-01-22 03:03:05,451 | INFO    | backend.app.routes.api | ← list_groups() 3.7ms
2026-01-22 03:03:05,452 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:05] "GET /api/groups HTTP/1.1" 200 -
2026-01-22 03:03:11,722 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:03:11,724 | INFO    | backend.app.routes.api | ← group_tasks() 2.0ms
2026-01-22 03:03:11,724 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:11] "GET /api/groups/4/tasks HTTP/1.1" 200 -
2026-01-22 03:03:13,180 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:03:13,182 | INFO    | backend.app.routes.api | ← group_tasks() 2.6ms
2026-01-22 03:03:13,183 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:13] "GET /api/groups/4/tasks HTTP/1.1" 200 -
2026-01-22 03:03:13,676 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:03:13,678 | INFO    | backend.app.routes.api | ← group_tasks() 1.8ms
2026-01-22 03:03:13,678 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:13] "GET /api/groups/4/tasks HTTP/1.1" 200 -
2026-01-22 03:03:14,220 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:03:14,222 | INFO    | backend.app.routes.api | ← group_tasks() 2.0ms
2026-01-22 03:03:14,222 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:14] "GET /api/groups/4/tasks HTTP/1.1" 200 -
2026-01-22 03:03:18,509 | INFO    | backend.app.routes.api | → group_finance()
2026-01-22 03:03:18,513 | INFO    | backend.app.routes.api | ← group_finance() 4.2ms
2026-01-22 03:03:18,514 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:18] "GET /api/groups/4/finance HTTP/1.1" 200 -
2026-01-22 03:03:18,647 | INFO    | backend.app.routes.api | → group_finance_categories()
2026-01-22 03:03:18,650 | INFO    | backend.app.routes.api | → group_finance_methods()
2026-01-22 03:03:18,652 | INFO    | backend.app.routes.api | ← group_finance_categories() 5.0ms
2026-01-22 03:03:18,655 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:18] "GET /api/groups/4/finance/categories HTTP/1.1" 200 -
2026-01-22 03:03:18,655 | INFO    | backend.app.routes.api | ← group_finance_methods() 5.4ms
2026-01-22 03:03:18,656 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:18] "GET /api/groups/4/finance/methods HTTP/1.1" 200 -
2026-01-22 03:03:21,052 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:03:21,054 | INFO    | backend.app.routes.api | ← group_tasks() 2.3ms
2026-01-22 03:03:21,054 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:21] "GET /api/groups/4/tasks HTTP/1.1" 200 -
2026-01-22 03:03:22,544 | INFO    | backend.app.routes.api | → group_finance()
2026-01-22 03:03:22,548 | INFO    | backend.app.routes.api | ← group_finance() 3.9ms
2026-01-22 03:03:22,549 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:22] "GET /api/groups/4/finance HTTP/1.1" 200 -
2026-01-22 03:03:24,141 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:03:24,144 | INFO    | backend.app.routes.api | ← group_tasks() 3.0ms
2026-01-22 03:03:24,145 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:24] "GET /api/groups/4/tasks HTTP/1.1" 200 -
2026-01-22 03:03:25,481 | INFO    | backend.app.routes.api | → group_finance()
2026-01-22 03:03:25,485 | INFO    | backend.app.routes.api | ← group_finance() 3.6ms
2026-01-22 03:03:25,485 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:25] "GET /api/groups/4/finance HTTP/1.1" 200 -
2026-01-22 03:03:26,159 | INFO    | backend.app.routes.api | → group_members()
2026-01-22 03:03:26,162 | INFO    | backend.app.routes.api | ← group_members() 3.0ms
2026-01-22 03:03:26,162 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:26] "GET /api/groups/4/members HTTP/1.1" 200 -
2026-01-22 03:03:29,048 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:03:29,061 | INFO    | backend.app.routes.api | ← group_tasks() 13.6ms
2026-01-22 03:03:29,062 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:29] "POST /api/groups/4/tasks HTTP/1.1" 200 -
2026-01-22 03:03:29,198 | INFO    | backend.app.routes.api | → group_finance()
2026-01-22 03:03:29,203 | INFO    | backend.app.routes.api | ← group_finance() 4.7ms
2026-01-22 03:03:29,204 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:29] "GET /api/groups/4/finance HTTP/1.1" 200 -
2026-01-22 03:03:31,043 | INFO    | backend.app.routes.api | → group_finance()
2026-01-22 03:03:31,049 | INFO    | backend.app.routes.api | ← group_finance() 5.4ms
2026-01-22 03:03:31,052 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:31] "GET /api/groups/4/finance HTTP/1.1" 200 -
2026-01-22 03:03:37,518 | INFO    | backend.app.routes.api | → group_finance()
2026-01-22 03:03:37,533 | INFO    | backend.app.routes.api | ← group_finance() 14.8ms
2026-01-22 03:03:37,533 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:37] "POST /api/groups/4/finance HTTP/1.1" 200 -
2026-01-22 03:03:37,667 | INFO    | backend.app.routes.api | → group_finance()
2026-01-22 03:03:37,672 | INFO    | backend.app.routes.api | ← group_finance() 4.5ms
2026-01-22 03:03:37,672 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:37] "GET /api/groups/4/finance HTTP/1.1" 200 -
2026-01-22 03:03:46,642 | INFO    | backend.app.routes.api | → group_finance()
2026-01-22 03:03:46,655 | INFO    | backend.app.routes.api | ← group_finance() 12.3ms
2026-01-22 03:03:46,655 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:46] "POST /api/groups/4/finance HTTP/1.1" 200 -
2026-01-22 03:03:46,789 | INFO    | backend.app.routes.api | → group_finance()
2026-01-22 03:03:46,801 | INFO    | backend.app.routes.api | ← group_finance() 11.8ms
2026-01-22 03:03:46,802 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:46] "GET /api/groups/4/finance HTTP/1.1" 200 -
2026-01-22 03:03:50,310 | INFO    | backend.app.routes.api | → group_finance_categories()
2026-01-22 03:03:50,315 | INFO    | backend.app.routes.api | ← group_finance_categories() 5.1ms
2026-01-22 03:03:50,316 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:50] "GET /api/groups/4/finance/categories HTTP/1.1" 200 -
2026-01-22 03:03:53,261 | INFO    | backend.app.routes.api | → group_finance_methods()
2026-01-22 03:03:53,266 | INFO    | backend.app.routes.api | ← group_finance_methods() 4.8ms
2026-01-22 03:03:53,266 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:53] "GET /api/groups/4/finance/methods HTTP/1.1" 200 -
2026-01-22 03:03:56,660 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:03:56,664 | INFO    | backend.app.routes.api | ← group_tasks() 4.4ms
2026-01-22 03:03:56,665 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:56] "GET /api/groups/4/tasks HTTP/1.1" 200 -
2026-01-22 03:03:58,624 | INFO    | backend.app.routes.api | → group_finance()
2026-01-22 03:03:58,631 | INFO    | backend.app.routes.api | ← group_finance() 6.9ms
2026-01-22 03:03:58,631 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:03:58] "GET /api/groups/4/finance HTTP/1.1" 200 -
2026-01-22 03:04:02,249 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:04:02,254 | INFO    | backend.app.routes.api | ← group_tasks() 4.6ms
2026-01-22 03:04:02,255 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:04:02] "GET /api/groups/4/tasks HTTP/1.1" 200 -
2026-01-22 03:05:33,657 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:05:33,674 | INFO    | backend.app.routes.api | ← group_tasks() 17.8ms
2026-01-22 03:05:33,675 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:05:33] "GET /api/groups/4/tasks HTTP/1.1" 200 -
2026-01-22 03:05:34,590 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:05:34,594 | INFO    | backend.app.routes.api | ← group_tasks() 3.5ms
2026-01-22 03:05:34,594 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:05:34] "GET /api/groups/4/tasks HTTP/1.1" 200 -
2026-01-22 03:05:35,227 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:05:35,230 | INFO    | backend.app.routes.api | ← group_tasks() 3.0ms
2026-01-22 03:05:35,230 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:05:35] "GET /api/groups/4/tasks HTTP/1.1" 200 -
2026-01-22 03:05:36,027 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:05:36,031 | INFO    | backend.app.routes.api | ← group_tasks() 4.3ms
2026-01-22 03:05:36,032 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:05:36] "GET /api/groups/4/tasks HTTP/1.1" 200 -
2026-01-22 03:05:38,060 | INFO    | backend.app.routes.api | → task_details()
2026-01-22 03:05:38,065 | INFO    | backend.app.routes.api | ← task_details() 5.1ms
2026-01-22 03:05:38,066 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:05:38] "GET /api/tasks/8 HTTP/1.1" 200 -
2026-01-22 03:10:36,932 | INFO    | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://10.33.0.2:5000
2026-01-22 03:10:36,932 | INFO    | werkzeug | [33mPress CTRL+C to quit[0m
2026-01-22 03:10:42,933 | INFO    | backend.app.routes.api | → bot_start()
2026-01-22 03:10:42,965 | INFO    | backend.app.routes.api | ← bot_start() 31.5ms
2026-01-22 03:10:42,965 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:42] "POST /api/bot/start HTTP/1.1" 200 -
2026-01-22 03:10:44,439 | INFO    | backend.app.routes.web | → index()
2026-01-22 03:10:44,445 | INFO    | backend.app.routes.web | ← index() 6.3ms
2026-01-22 03:10:44,446 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:44] "GET /?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJmcmVzaCI6ZmFsc2UsImlhdCI6MTc2OTA0MDY0MiwianRpIjoiNDgwNmNmNTctZWY3ZS00MDVlLTk0YjgtNjI4NTMwMGJmMGRhIiwidHlwZSI6ImFjY2VzcyIsInN1YiI6IjEiLCJuYmYiOjE3NjkwNDA2NDIsImNzcmYiOiJiZTNjMWUwYy03NDcyLTQ0MDgtOWExNS01ZTdiZDUzYzQ2YzQiLCJleHAiOjE3NjkwNDQyNDJ9.fXX6bul0ATJR7jClGjMqrMoDCI-5NysYFll18lH98_4 HTTP/1.1" 200 -
2026-01-22 03:10:44,614 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:44] "GET /static/js/app.js HTTP/1.1" 200 -
2026-01-22 03:10:44,614 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:44] "GET /static/css/style.css HTTP/1.1" 200 -
2026-01-22 03:10:44,817 | INFO    | backend.app.routes.api | → auth_telegram()
2026-01-22 03:10:44,818 | INFO    | backend.app.routes.api | → auth_telegram()
2026-01-22 03:10:44,825 | INFO    | backend.app.routes.api | ← auth_telegram() 8.6ms
2026-01-22 03:10:44,826 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:44] "POST /api/auth/telegram HTTP/1.1" 200 -
2026-01-22 03:10:44,832 | INFO    | backend.app.routes.api | ← auth_telegram() 14.3ms
2026-01-22 03:10:44,832 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:44] "POST /api/auth/telegram HTTP/1.1" 200 -
2026-01-22 03:10:44,961 | INFO    | backend.app.routes.api | → list_groups()
2026-01-22 03:10:44,967 | INFO    | backend.app.routes.api | ← list_groups() 6.0ms
2026-01-22 03:10:44,967 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:44] "GET /api/groups HTTP/1.1" 200 -
2026-01-22 03:10:45,090 | INFO    | backend.app.routes.api | → list_groups()
2026-01-22 03:10:45,092 | INFO    | backend.app.routes.api | → list_users()
2026-01-22 03:10:45,095 | INFO    | backend.app.routes.api | ← list_users() 3.0ms
2026-01-22 03:10:45,095 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:45] "GET /api/users HTTP/1.1" 200 -
2026-01-22 03:10:45,097 | INFO    | backend.app.routes.api | ← list_groups() 6.9ms
2026-01-22 03:10:45,098 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:45] "GET /api/groups HTTP/1.1" 200 -
2026-01-22 03:10:45,234 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:10:45,236 | INFO    | backend.app.routes.api | → balance()
2026-01-22 03:10:45,251 | INFO    | backend.app.routes.api | ← balance() 15.3ms
2026-01-22 03:10:45,254 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:45] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 03:10:45,264 | INFO    | backend.app.routes.api | ← group_tasks() 29.2ms
2026-01-22 03:10:45,264 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:45] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 03:10:45,385 | INFO    | backend.app.routes.api | → balance()
2026-01-22 03:10:45,387 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:10:45,389 | INFO    | backend.app.routes.api | ← balance() 4.3ms
2026-01-22 03:10:45,393 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:45] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 03:10:45,404 | INFO    | backend.app.routes.api | ← group_tasks() 16.8ms
2026-01-22 03:10:45,404 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:45] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 03:10:45,519 | INFO    | backend.app.routes.api | → balance()
2026-01-22 03:10:45,521 | INFO    | backend.app.routes.api | ← balance() 2.1ms
2026-01-22 03:10:45,522 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:45] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 03:10:45,526 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:10:45,538 | INFO    | backend.app.routes.api | ← group_tasks() 12.1ms
2026-01-22 03:10:45,539 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:45] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 03:10:45,645 | INFO    | backend.app.routes.api | → balance()
2026-01-22 03:10:45,646 | INFO    | backend.app.routes.api | ← balance() 1.5ms
2026-01-22 03:10:45,647 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:45] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 03:10:45,662 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:10:45,672 | INFO    | backend.app.routes.api | ← group_tasks() 10.8ms
2026-01-22 03:10:45,673 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:45] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 03:10:48,064 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 03:10:48,077 | INFO    | backend.app.routes.api | ← group_tasks() 13.4ms
2026-01-22 03:10:48,078 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:48] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 03:10:49,620 | INFO    | backend.app.routes.api | → finance()
2026-01-22 03:10:49,622 | INFO    | backend.app.routes.api | ← finance() 2.3ms
2026-01-22 03:10:49,622 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:49] "GET /api/finance HTTP/1.1" 200 -
2026-01-22 03:10:54,013 | INFO    | backend.app.routes.api | → create_group()
2026-01-22 03:10:54,036 | INFO    | backend.app.routes.api | ← create_group() 23.0ms
2026-01-22 03:10:54,037 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 03:10:54] "POST /api/groups HTTP/1.1" 200 -
2026-01-22 03:10:54,167 | INFO    | backend.app.routes.api | → create_group_invite()
2026-01-22 03:10:54,176 | INFO    | backend.app.routes.api | ← create_group_invite() 9.0ms
